https://bettingtips1x2.com/images/flags/Ecuadorian.png,Ecuadorian Primera B,America de Quito - Independiente Juniors,0:2,00:00,2.46,2.94,2.91
https://bettingtips1x2.com/images/flags/Gulf.png,Jamaican Premier League,Waterhouse FC - Harbour View,3:0,00:30,1.72,3.57,4.38
https://bettingtips1x2.com/images/flags/United.png,United States USL League Two,Flatirons Rush SC - Park City Red Wolves,2:1,01:30,2.85,3.77,2.11
https://bettingtips1x2.com/images/flags/Friendly.png,Friendly Internationals,Chile - Tunisia,3:1,06:15,1.98,3.40,3.70
https://bettingtips1x2.com/images/flags/Chinese.png,Chinese League 1,Nanjing Fengfan - Jiangxi Liansheng FC,3:1,07:30,1.59,3.50,5.70
https://bettingtips1x2.com/images/flags/S..png,S. Korean K3 League,Mokpo City - Cheongju FC,0:2,08:00,2.10,3.18,3.33
https://bettingtips1x2.com/images/flags/Aus..png,Aus. NPL NSW,Manly United - Sydney FC Youth,0:0,09:00,1.95,3.97,3.07
https://bettingtips1x2.com/images/flags/Club.png,Club Friendlies,CLB Viettel - Hoang Anh Gia Lai,0:2,09:00,2.55,3.27,2.55
https://bettingtips1x2.com/images/flags/Aus..png,Aus. NPL Queensland,Peninsula Power - Queensland Lions,2:1,09:30,3.13,3.98,1.92
https://bettingtips1x2.com/images/flags/Friendly.png,Friendly Internationals,Japan - Ghana,1:2,09:55,1.59,3.75,5.80
https://bettingtips1x2.com/images/flags/Aus..png,Aus. NPL South Australia,Croydon Kings - Metro Stars,0:2,10:00,2.56,3.58,2.38
https://bettingtips1x2.com/images/flags/S..png,S. Korean K3 League,Daejeon Korail - FC Pocheon,1:2,10:00,2.16,3.10,3.28
https://bettingtips1x2.com/images/flags/S..png,S. Korean K3 League,Changwon City - Gyeongju KHNP,1:1,10:00,2.22,3.12,3.12
https://bettingtips1x2.com/images/flags/Aus..png,Aus. NPL Victoria,Bentleigh Greens - Melbourne Knights,0:2,10:30,1.78,3.87,3.72
https://bettingtips1x2.com/images/flags/Friendly.png,Friendly Internationals,South Korea - Paraguay,0:2,11:00,1.78,3.40,4.67
https://bettingtips1x2.com/images/flags/Toulon.png,Toulon Tournament,Panama U23 - Comoros U20,1:0,12:00,2.01,3.25,3.50
https://bettingtips1x2.com/images/flags/Czech.png,Czech MSFL,Slovacko B - Banik Ostrava B,0:0,15:00,2.32,4.07,2.42
https://bettingtips1x2.com/images/flags/Euro.png,Euro U21 Qual.,Finland U21 - Norway U21,1:1,15:00,2.68,3.70,2.29
https://bettingtips1x2.com/images/flags/Friendly.png,Friendly Ints. U21,North Macedonia U21 - Bosnia-Herzegovina U21,2:1,15:00,2.56,3.20,2.65
https://bettingtips1x2.com/images/flags/Lithuanian.png,Lithuanian 1 Lyga,FK Silas - Siauliai II,2:0,15:00,2.21,3.63,2.76
https://bettingtips1x2.com/images/flags/Polish.png,Polish 3 Liga Gr.1,Unia Skierniewice - Wissa Szczuczyn,1:1,15:00,1.41,4.55,6.30
https://bettingtips1x2.com/images/flags/Polish.png,Polish 3 Liga Gr.1,Sokol Aleksandrow Lodzki - Mamry Gizycko,0:0,15:00,2.23,3.77,2.67
https://bettingtips1x2.com/images/flags/Polish.png,Polish 3 Liga Gr.3,MKS Kluczbork - Warta Gorzów Wielkopolski,0:2,15:00,2.19,3.40,2.95
https://bettingtips1x2.com/images/flags/Finnish.png,Finnish Ykkonen,Mikkelin Palloilijat - TPS Turku,0:1,15:30,3.77,3.45,1.87
https://bettingtips1x2.com/images/flags/Finnish.png,Finnish Ykkonen,Pargas Idrottsforening - EIF,0:3,15:30,3.83,3.68,1.79
https://bettingtips1x2.com/images/flags/Polish.png,Polish 3 Liga Gr.1,Lechia Tomaszow Mazowiecki - Legia II Warszawa,2:0,15:30,2.19,3.62,2.80
https://bettingtips1x2.com/images/flags/Polish.png,Polish 3 Liga Gr.3,Rekord Bielsko Biala - Karkonosze Jelenia Góra,4:1,15:30,1.38,4.90,6.20
https://bettingtips1x2.com/images/flags/Uruguayan.png,Uruguayan Primera,CA Rentistas - Deportivo Maldonado,2:1,15:30,2.66,3.18,2.50
https://bettingtips1x2.com/images/flags/Algerian.png,Algerian Ligue 1,Olympique de Médéa - HB Chelghoum Laïd,0:0,15:45,2.16,3.13,3.47
https://bettingtips1x2.com/images/flags/Algerian.png,Algerian Ligue 1,NC Magra - RC Relizane,2:0,15:45,1.26,6.05,9.05
https://bettingtips1x2.com/images/flags/Algerian.png,Algerian Ligue 1,MC Alger - MC Oran,2:0,15:45,1.85,3.22,4.60
https://bettingtips1x2.com/images/flags/Algerian.png,Algerian Ligue 1,NA Hussein Dey - US Biskra,2:1,15:45,5.85,3.92,1.56
https://bettingtips1x2.com/images/flags/Czech.png,Czech MSFL,Viktoria Otrokovice - Slovan Rosice,0:3,16:00,2.76,3.77,2.17
https://bettingtips1x2.com/images/flags/Czech.png,Czech MSFL,Hlucin - Blansko,3:1,16:00,1.15,7.15,12.50
https://bettingtips1x2.com/images/flags/Czech.png,Czech MSFL,Velke Mezirici - Vrchovina,5:1,16:00,1.40,4.80,6.00
https://bettingtips1x2.com/images/flags/Euro.png,Euro U21 Qual.,Denmark U21 - Scotland U21,4:0,16:00,1.38,4.50,7.40
https://bettingtips1x2.com/images/flags/Finnish.png,Finnish Kansallinen Liiga,PK-35 Vantaa W. - NJS W.,5:1,16:00,1.05,10.50,25.50
https://bettingtips1x2.com/images/flags/Finnish.png,Finnish Ykkonen,Pepo Lappeenranta - JäPS,1:2,16:00,2.21,3.45,2.87
https://bettingtips1x2.com/images/flags/Lithuanian.png,Lithuanian 1 Lyga,Riteriai B - Vilnius BFA,0:0,16:00,1.79,4.05,3.50
https://bettingtips1x2.com/images/flags/Lithuanian.png,Lithuanian 1 Lyga,Banga II - Garliava Kaunas,2:1,16:00,3.28,4.13,1.84
https://bettingtips1x2.com/images/flags/Lithuanian.png,Lithuanian 1 Lyga,FC Neptunas Klaipeda - FK Minija 2017,0:1,16:00,1.33,5.15,7.00
